Metric,Value
Accuracy,0.9970445344129555
Precision (macro),0.9971915874350228
Recall (macro),0.9968450201429697
F1-score (macro),0.9970151917107635
AUC-ROC (macro),0.9999558134228581
Precision (Anomaly),0.9957340394233597
Recall (Anomaly),0.9988932339703387
F1-score (Anomaly),0.9973111348484289
Precision (Normal),0.9986491354466859
Recall (Normal),0.9947968063156006
F1-score (Normal),0.9967192485730979
