Metric,Value
Accuracy,0.9964170765773972
Precision (macro),0.9964990111053411
Recall (macro),0.9962619642362115
F1-score (macro),0.9963791188290596
AUC-ROC (macro),0.999888472899943
Precision (Anomaly),0.9957076821483601
Recall (Anomaly),0.9977941987426933
F1-score (Anomaly),0.9967498485098883
Precision (Normal),0.9972903400623222
Recall (Normal),0.9947297297297297
F1-score (Normal),0.996008389148231
