Unnamed: 0,Accuracy,Precision (macro),Recall (macro),F1-score (macro),AUC-ROC (macro),Precision (BENIGN),Recall (BENIGN),F1-score (BENIGN),Precision (Bot),Recall (Bot),F1-score (Bot),Precision (DDoS),Recall (DDoS),F1-score (DDoS),Precision (DoS GoldenEye),Recall (DoS GoldenEye),F1-score (DoS GoldenEye),Precision (DoS Hulk),Recall (DoS Hulk),F1-score (DoS Hulk),Precision (DoS Slowhttptest),Recall (DoS Slowhttptest),F1-score (DoS Slowhttptest),Precision (DoS slowloris),Recall (DoS slowloris),F1-score (DoS slowloris),Precision (FTP-Patator),Recall (FTP-Patator),F1-score (FTP-Patator),Precision (Heartbleed),Recall (Heartbleed),F1-score (Heartbleed),Precision (Infiltration),Recall (Infiltration),F1-score (Infiltration),Precision (PortScan),Recall (PortScan),F1-score (PortScan),Precision (SSH-Patator),Recall (SSH-Patator),F1-score (SSH-Patator),Precision (Web Attack � Brute Force),Recall (Web Attack � Brute Force),F1-score (Web Attack � Brute Force),Precision (Web Attack � Sql Injection),Recall (Web Attack � Sql Injection),F1-score (Web Attack � Sql Injection),Precision (Web Attack � XSS),Recall (Web Attack � XSS),F1-score (Web Attack � XSS),Model,Dataset,Precision (Backdoor),Recall (Backdoor),F1-score (Backdoor),Precision (DDoS_HTTP),Recall (DDoS_HTTP),F1-score (DDoS_HTTP),Precision (DDoS_ICMP),Recall (DDoS_ICMP),F1-score (DDoS_ICMP),Precision (DDoS_TCP),Recall (DDoS_TCP),F1-score (DDoS_TCP),Precision (DDoS_UDP),Recall (DDoS_UDP),F1-score (DDoS_UDP),Precision (Fingerprinting),Recall (Fingerprinting),F1-score (Fingerprinting),Precision (MITM),Recall (MITM),F1-score (MITM),Precision (Normal),Recall (Normal),F1-score (Normal),Precision (Password),Recall (Password),F1-score (Password),Precision (Port_Scanning),Recall (Port_Scanning),F1-score (Port_Scanning),Precision (Ransomware),Recall (Ransomware),F1-score (Ransomware),Precision (SQL_injection),Recall (SQL_injection),F1-score (SQL_injection),Precision (Uploading),Recall (Uploading),F1-score (Uploading),Precision (Vulnerability_scanner),Recall (Vulnerability_scanner),F1-score (Vulnerability_scanner),Precision (XSS),Recall (XSS),F1-score (XSS),Precision (apache2),Recall (apache2),F1-score (apache2),Precision (back),Recall (back),F1-score (back),Precision (buffer_overflow),Recall (buffer_overflow),F1-score (buffer_overflow),Precision (ftp_write),Recall (ftp_write),F1-score (ftp_write),Precision (guess_passwd),Recall (guess_passwd),F1-score (guess_passwd),Precision (httptunnel),Recall (httptunnel),F1-score (httptunnel),Precision (imap),Recall (imap),F1-score (imap),Precision (ipsweep),Recall (ipsweep),F1-score (ipsweep),Precision (land),Recall (land),F1-score (land),Precision (loadmodule),Recall (loadmodule),F1-score (loadmodule),Precision (mailbomb),Recall (mailbomb),F1-score (mailbomb),Precision (mscan),Recall (mscan),F1-score (mscan),Precision (multihop),Recall (multihop),F1-score (multihop),Precision (named),Recall (named),F1-score (named),Precision (neptune),Recall (neptune),F1-score (neptune),Precision (nmap),Recall (nmap),F1-score (nmap),Precision (normal),Recall (normal),F1-score (normal),Precision (perl),Recall (perl),F1-score (perl),Precision (phf),Recall (phf),F1-score (phf),Precision (pod),Recall (pod),F1-score (pod),Precision (portsweep),Recall (portsweep),F1-score (portsweep),Precision (processtable),Recall (processtable),F1-score (processtable),Precision (ps),Recall (ps),F1-score (ps),Precision (rootkit),Recall (rootkit),F1-score (rootkit),Precision (saint),Recall (saint),F1-score (saint),Precision (satan),Recall (satan),F1-score (satan),Precision (sendmail),Recall (sendmail),F1-score (sendmail),Precision (smurf),Recall (smurf),F1-score (smurf),Precision (snmpgetattack),Recall (snmpgetattack),F1-score (snmpgetattack),Precision (snmpguess),Recall (snmpguess),F1-score (snmpguess),Precision (spy),Recall (spy),F1-score (spy),Precision (sqlattack),Recall (sqlattack),F1-score (sqlattack),Precision (teardrop),Recall (teardrop),F1-score (teardrop),Precision (udpstorm),Recall (udpstorm),F1-score (udpstorm),Precision (warezclient),Recall (warezclient),F1-score (warezclient),Precision (warezmaster),Recall (warezmaster),F1-score (warezmaster),Precision (worm),Recall (worm),F1-score (worm),Precision (xlock),Recall (xlock),F1-score (xlock),Precision (xsnoop),Recall (xsnoop),F1-score (xsnoop),Precision (xterm),Recall (xterm),F1-score (xterm),Precision (Analysis),Recall (Analysis),F1-score (Analysis),Precision (DoS),Recall (DoS),F1-score (DoS),Precision (Exploits),Recall (Exploits),F1-score (Exploits),Precision (Fuzzers),Recall (Fuzzers),F1-score (Fuzzers),Precision (Generic),Recall (Generic),F1-score (Generic),Precision (Reconnaissance),Recall (Reconnaissance),F1-score (Reconnaissance),Precision (Shellcode),Recall (Shellcode),F1-score (Shellcode),Precision (Worms),Recall (Worms),F1-score (Worms)
Value,0.99983167250202,0.9780368350902704,0.9873176973313618,0.9787002323417102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DecisionTree,NSL_KDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,0.9961832061068704,0.9923954372623576,0.9942857142857144,1.0,0.9,0.9473684210526316,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.7142857142857143,1.0,0.8333333333333333,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.984375,0.9921259842519684,0.9988571428571428,1.0,0.9994282447112636,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.5,1.0,0.6666666666666666,1.0,0.6666666666666666,0.8000000000000002,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.884251012145749,0.5327081919384408,0.5407130116747584,0.5355324657473866,0.7640354521065758,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DecisionTree,UNSW_NB15,0.0151515151515151,0.0170454545454545,0.0160427807486631,,,,,,,,,,,,,,,,,,,0.9999102978112666,1.0,0.9999551468939224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1058823529411764,0.0857142857142857,0.0947368421052631,0.3475232198142415,0.3789029535864979,0.3625353249899072,0.7040754257907543,0.6906324582338902,0.6972891566265059,0.8247480403135499,0.8178789561354803,0.8212991357680514,0.98083747338538,0.981011535048802,0.9809244964954308,0.8285714285714286,0.7904135338345865,0.8090428090428091,0.4203821656050955,0.5546218487394958,0.4782608695652174,0.1,0.0909090909090909,0.0952380952380952
Value,0.989397820606652,0.8333613495076679,0.802641704466856,0.8113960346436283,0.96337294010402,0.994782309544742,0.9939780894120044,0.9943800368720528,0.7779661016949152,0.7913793103448276,0.7846153846153846,0.9975193798449612,0.9967981821937616,0.9971586506173477,0.9882128066263142,0.9955070603337612,0.9918465227817744,0.9944892890406704,0.993024877935364,0.9937565439950364,0.9800899165061014,0.9857881136950905,0.9829307568438004,0.9915305505142166,0.990332326283988,0.99093107617896,0.9988603988603988,0.9954571266325952,0.9971558589306028,1.0,1.0,1.0,0.8000000000000002,0.3333333333333333,0.4705882352941176,0.9009427121102248,0.9192068659366676,0.909983153885593,0.9611451942740288,0.9670781893004116,0.964102564102564,0.7235772357723578,0.7478991596638656,0.7355371900826446,0.0,0.0,0.0,0.391304347826087,0.3298429319371728,0.3579545454545454,KNN,CICIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.999408802277206,0.9991543620741058,0.9991612226475683,0.9991577178236204,0.9998223405063914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNN,EdgeIIoT,1.0,0.9996620479891856,0.9998309954368768,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99609375,0.99609375,0.99609375,1.0,1.0,1.0,1.0,0.9998618402873722,0.99993091537133,0.9983316649983316,1.0,0.9991651360828184,1.0,0.999626447515876,0.9998131888660562,1.0,1.0,1.0,0.9996759559300064,1.0,0.9998379517096094,1.0,0.99967362924282,0.999836787987596,0.9963576158940396,0.996687644915535,0.99652260307998,0.9968564442892072,0.9958129797627356,0.9963344388200384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.9941422030702936,0.8491754203469647,0.720316360456092,0.7087791636695835,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNN,NSL_KDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9932432432432432,0.9966101694915256,0.9961832061068704,0.9923954372623576,0.9942857142857144,0.8333333333333334,0.5,0.625,0.5,0.5,0.5,0.992248062015504,0.9961089494163424,0.9941747572815534,1.0,0.925925925925926,0.9615384615384616,0.3333333333333333,0.5,0.4,0.9959839357429718,0.9946524064171124,0.9953177257525084,0.625,1.0,0.7692307692307693,1.0,0.0,0.0,0.9833333333333332,1.0,0.991596638655462,0.9800995024875622,0.9899497487437184,0.985,1.0,0.0,0.0,0.5,0.3333333333333333,0.4000000000000001,0.9938251543711408,1.0,0.9969030154849224,0.9966887417218544,0.9616613418530352,0.9788617886178862,0.9966316880424926,0.9983777821036922,0.9975039709552984,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.9411764705882352,1.0,0.9696969696969696,0.9813242784380306,0.9352750809061487,0.9577464788732394,0.9927536231884058,1.0,0.9963636363636365,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.8571428571428571,0.9767711962833914,0.9622425629290616,0.9694524495677234,1.0,0.0,0.0,1.0,1.0,1.0,0.9722222222222222,0.9722222222222222,0.9722222222222222,0.9846153846153846,0.9696969696969696,0.9770992366412214,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9947916666666666,0.9896373056994818,0.9922077922077922,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.5,0.6666666666666666,0.5714285714285715,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.8482995951417004,0.4788372036498408,0.4474872593594033,0.4554546825005218,0.7973802976595243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KNN,UNSW_NB15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9613084769609568,0.9807122992733472,0.9709134508637152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0506912442396313,0.0523809523809523,0.0515222482435597,0.3906497622820919,0.4160337552742616,0.4029423784225582,0.646162690428284,0.6706443914081146,0.6581759625237886,0.6219646799116998,0.6257634647418101,0.6238582895101024,0.9932690558486448,0.968944099378882,0.9809558030901908,0.7032734952481521,0.6259398496240601,0.662357036300348,0.4210526315789473,0.134453781512605,0.2038216560509554,0.0,0.0,0.0
Value,0.969550500121981,0.8307121382614987,0.6603346910628153,0.6709960747314265,0.9875057213335796,0.9815841924617452,0.9812467773866436,0.9814154559229876,0.7058823529411765,0.0206896551724137,0.0402010050251256,0.9956805731142014,0.976141293121256,0.9858141232919578,0.9689137268599372,0.8902439024390244,0.927914366950995,0.9941855703873556,0.9408664651631404,0.966791431074301,0.9209302325581395,0.8953488372093024,0.9079593842122504,0.9177914110429448,0.90392749244713,0.910806697108067,0.959496442255063,0.9954571266325952,0.9771460423634336,1.0,1.0,1.0,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.7243395409268082,0.989937851435336,0.8365637113917719,0.9865016872890888,0.9022633744855968,0.9425040300913486,0.8387096774193549,0.0546218487394958,0.1025641025641025,0.0,0.0,0.0,0.8,0.0209424083769633,0.0408163265306122,LogisticRegression,CICIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogisticRegression,EdgeIIoT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.9960611365472664,0.9098007281334224,0.7963558120690312,0.815830268561493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogisticRegression,NSL_KDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9932432432432432,0.9966101694915256,0.9962121212121212,1.0,0.9981024667931688,0.875,0.7,0.7777777777777777,0.6666666666666666,1.0,0.8,0.996124031007752,1.0,0.9980582524271844,1.0,0.9629629629629628,0.981132075471698,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,0.8333333333333334,1.0,0.909090909090909,1.0,0.0,0.0,1.0,1.0,1.0,0.995,1.0,0.9974937343358397,1.0,0.6,0.7499999999999999,1.0,0.3333333333333333,0.5,0.9996730957829356,1.0,0.9998365211705086,0.9871794871794872,0.9840255591054312,0.9856,0.9988968918305108,0.9988968918305108,0.9988968918305108,1.0,1.0,1.0,1.0,1.0,1.0,0.9411764705882352,1.0,0.9696969696969696,0.9871589085072232,0.9951456310679612,0.9911361804995972,0.9927536231884058,1.0,0.9963636363636365,1.0,0.3333333333333333,0.5,0.0,0.0,0.0,0.8333333333333334,0.3125,0.4545454545454545,0.9538968166849616,0.994279176201373,0.9736694677871148,1.0,1.0,1.0,0.9954887218045112,1.0,0.9977392614920876,0.8421052631578947,0.4444444444444444,0.5818181818181818,0.7738095238095238,0.9848484848484848,0.8666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9948186528497408,0.9948186528497408,0.9948186528497408,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.84417004048583,0.4572248639632222,0.4306734897509782,0.4303199738783923,0.9565305864739728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LogisticRegression,UNSW_NB15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9320096269554752,0.972728088274872,0.9519336289012774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,0.019047619047619,0.0347826086956521,0.4060218978102189,0.3755274261603376,0.3901797457255589,0.6487106017191977,0.6754176610978521,0.6617947968430282,0.628632938643703,0.648528595224875,0.6384257993987429,0.9928871055991244,0.9661047027506656,0.9793128260478504,0.6211293260473588,0.6409774436090225,0.6308973172987973,0.1428571428571428,0.0084033613445378,0.0158730158730158,0.0,0.0,0.0
Value,0.9719342115963244,0.5685293266224235,0.5796839050480583,0.5724507591809015,0.9895919202301516,0.9832447791241417,0.9824498863730402,0.9828471720281856,0.0,0.0,0.0,0.9928065054211844,0.983577773187358,0.988170592508042,0.9844559585492229,0.975609756097561,0.980012894906512,0.9956357532522032,0.9193985894753158,0.9559996776533162,0.9411027568922306,0.9702842377260982,0.9554707379134858,0.9524940617577196,0.9691842900302114,0.9607666966157532,0.9460334592552616,0.9954571266325952,0.9701162147205312,0.0,0.0,0.0,0.0,0.0,0.0,0.7333042815121473,0.9960047351287364,0.844701010227772,0.9988623435722412,0.9032921810699588,0.9486763911399244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,LSTM,CICIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.9996277643967594,0.9931103068899882,0.9988966925880296,0.995852692976372,0.9995754734541442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSTM,EdgeIIoT,1.0,0.9996620479891856,0.9998309954368768,1.0,1.0,1.0,1.0,1.0,1.0,0.9996747967479674,1.0,0.9998373719303952,1.0,1.0,1.0,1.0,0.99609375,0.9980430528375732,0.8983050847457626,0.9906542056074766,0.9422222222222222,1.0,0.9987565625863498,0.9993778945185596,1.0,1.0,1.0,1.0,0.999626447515876,0.9998131888660562,1.0,1.0,1.0,0.9996759559300064,1.0,0.9998379517096094,0.9993476842791912,1.0,0.999673735725938,1.0,0.9990062934746604,0.9995028997514498,0.9996510816468946,0.9996510816468946,0.9996510816468946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.9942095340694856,0.9580836832805824,0.4800899392777055,0.475938212705158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSTM,NSL_KDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.995475113122172,0.9977324263038548,0.9924050632911392,0.9924050632911392,0.9924050632911392,1.0,0.0,0.0,1.0,0.0,0.0,0.9973890339425588,0.9922077922077922,0.9947916666666664,0.975,0.975,0.975,1.0,0.0,0.0,0.987676056338028,1.0,0.9937998228520816,1.0,0.0,0.0,1.0,0.0,0.0,0.967032967032967,1.0,0.9832402234636872,0.9581993569131833,0.9966555183946488,0.9770491803278688,1.0,0.0,0.0,1.0,0.0,0.0,0.9997820401046208,0.9999273361430024,0.99985468284531,0.985200845665962,0.9914893617021276,0.9883351007423118,0.9978825461302452,0.9989185447938748,0.9984002767088936,1.0,0.0,0.0,1.0,0.0,0.0,0.935897435897436,1.0,0.966887417218543,0.984930032292788,0.988120950323974,0.986522911051213,0.9809523809523808,1.0,0.9903846153846152,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.3020833333333333,0.464,0.9454545454545454,0.9923664122137404,0.9683426443202978,1.0,0.0,0.0,0.995987963891675,1.0,0.9979899497487438,1.0,0.0,0.0,0.6447368421052632,0.98989898989899,0.7808764940239042,1.0,0.0,0.0,1.0,0.0,0.0,0.9963235294117648,1.0,0.998158379373849,1.0,0.0,0.0,0.9888059701492538,0.99250936329588,0.9906542056074766,0.9896907216494846,0.9965397923875432,0.993103448275862,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.8677327935222672,0.4294433310093999,0.4308207855640423,0.4176316531929265,0.969429076995981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LSTM,UNSW_NB15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.99227342968821,0.9792769354983404,0.9857323460357597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.3420074349442379,0.0776371308016877,0.1265474552957359,0.5844306738962045,0.9003579952267303,0.7087834664161579,0.7791878172588832,0.6818434203220433,0.7272727272727273,0.9990796981409904,0.963265306122449,0.9808456812432236,0.5974542561654733,0.7058270676691729,0.6471348556656612,0.0,0.0,0.0,0.0,0.0,0.0
Value,0.9971842725868098,0.9387046046488988,0.8588080404175408,0.87729246325346,0.9940374596906352,0.999000515657527,0.998924204133857,0.9989623584383176,0.8945578231292518,0.906896551724138,0.9006849315068494,0.9998966301426504,0.9990704399917372,0.9994833643314736,0.9958319974350752,0.996790757381258,0.9963111467522052,0.9979802687796162,0.9956599240486708,0.996818746120422,0.9928802588996763,0.9909560723514212,0.9919172324603944,0.99455205811138,0.992749244712991,0.9936498336861204,1.0,0.9982964224872232,0.9991474850809888,1.0,1.0,1.0,1.0,0.6666666666666666,0.8000000000000002,0.9874140201961072,0.9983722994968924,0.9928629239938194,1.0,0.9938271604938272,0.9969040247678018,0.743455497382199,0.8949579831932774,0.8122020972354624,1.0,0.25,0.4,0.475,0.1989528795811518,0.2804428044280442,RandomForest,CICIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomForest,EdgeIIoT,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.9990910315109076,0.9816281363317808,0.8487444114054449,0.8671890684727354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomForest,NSL_KDD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.9932432432432432,0.9966101694915256,1.0,1.0,1.0,0.875,0.7,0.7777777777777777,1.0,1.0,1.0,1.0,0.9961089494163424,0.9980506822612086,1.0,0.9629629629629628,0.981132075471698,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.6,0.7499999999999999,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,0.9988332901218564,0.9999351112841476,0.999383897013522,0.5,1.0,0.6666666666666666,1.0,1.0,1.0,0.9795918367346936,1.0,0.9896907216494846,1.0,0.9983818770226536,0.9991902834008096,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.2,0.3333333333333333,1.0,0.9375,0.967741935483871,0.9954441913439636,1.0,0.997716894977169,1.0,0.6666666666666666,0.8000000000000002,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.9897435897435898,1.0,0.9948453608247424,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.3333333333333333,0.5,,,,,,,,,,,,,,,,,,,,,,,,
Value,0.8939676113360324,0.5525430044376856,0.5357150360384316,0.543087350765574,0.8836672140726252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RandomForest,UNSW_NB15,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,0.9907366170838158,0.99784695433749,0.9942790739250916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0961538461538461,0.0714285714285714,0.081967213114754,0.4048309178743961,0.3535864978902953,0.3774774774774775,0.7072707542051003,0.777744630071599,0.7408354646206309,0.834697217675941,0.8495280399777901,0.8420473307649973,0.9976350736765508,0.9732031943212068,0.9852676967301472,0.8568507157464212,0.7875939849624061,0.820763956904995,0.6372549019607843,0.5462184873949579,0.5882352941176471,0.0,0.0,0.0
Value,0.9586682640284432,0.8309613348208182,0.6259629545132025,0.6343626728999879,0.9874352052075016,0.9702353163838244,0.9782832716308538,0.9742426737954364,1.0,0.0253164556962025,0.0493827160493827,0.9903867650346524,0.9393553859202716,0.964196321688976,0.9859203296703296,0.9490909090909092,0.9671551288529562,0.9896907216494848,0.9155514536225196,0.9511785856971634,0.974476439790576,0.973839110529758,0.974157670919202,0.9871134020618556,0.9245624622812312,0.9548145839825491,0.9322296947749612,0.9852378348824494,0.9580010632642212,1.0,0.75,0.8571428571428571,0.0,0.0,0.0,0.6798218984011334,0.9844665885111372,0.8042619418173111,1.0,0.9064824654622742,0.9509476031215164,0.9545454545454546,0.0465631929046563,0.0887949260042283,0.0,0.0,0.0,1.0,0.0106951871657754,0.0211640211640211,SVM,CICIDS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
